Территории;"январь 2006";"февраль 2006";"март 2006";"апрель 2006";"май 2006";"июнь 2006";"июль 2006";"август 2006";"сентябрь 2006";"октябрь 2006";"ноябрь 2006";"декабрь 2006";"январь 2007";"февраль 2007";"март 2007";"апрель 2007";"май 2007";"июнь 2007";"июль 2007";"август 2007";"сентябрь 2007";"октябрь 2007";"ноябрь 2007";"декабрь 2007";"январь 2008";"февраль 2008";"март 2008";"апрель 2008";"май 2008";"июнь 2008";"июль 2008";"август 2008";"сентябрь 2008";"октябрь 2008";"ноябрь 2008";"декабрь 2008";"январь 2009";"февраль 2009";"март 2009";"апрель 2009";"май 2009";"июнь 2009";"июль 2009";"август 2009";"сентябрь 2009";"октябрь 2009";"ноябрь 2009";"декабрь 2009";"январь 2010";"февраль 2010";"март 2010";"апрель 2010";"май 2010";"июнь 2010";"июль 2010";"август 2010";"сентябрь 2010";"октябрь 2010";"ноябрь 2010";"декабрь 2010";"январь 2011";"февраль 2011";"март 2011";"апрель 2011";"май 2011";"июнь 2011";"июль 2011";"август 2011";"сентябрь 2011";"октябрь 2011";"ноябрь 2011";"декабрь 2011";"январь 2012";"февраль 2012";"март 2012";"апрель 2012";"май 2012";"июнь 2012";"июль 2012";"август 2012";"сентябрь 2012";"октябрь 2012";"ноябрь 2012";"декабрь 2012";"январь 2013";"февраль 2013";"март 2013";"апрель 2013";"май 2013";"июнь 2013";"июль 2013";"август 2013";"сентябрь 2013";"октябрь 2013";"ноябрь 2013";"декабрь 2013";"январь 2014";"февраль 2014";"март 2014";"апрель 2014";"май 2014";"июнь 2014";"июль 2014";"август 2014";"сентябрь 2014";"октябрь 2014";"ноябрь 2014";"декабрь 2014";"январь 2015";"февраль 2015";"март 2015";"апрель 2015";"май 2015";"июнь 2015";"июль 2015";"август 2015";"сентябрь 2015";"октябрь 2015";"ноябрь 2015";"декабрь 2015";"январь 2016";"февраль 2016";"март 2016";"апрель 2016";"май 2016";"июнь 2016";"июль 2016";"август 2016";"сентябрь 2016";"октябрь 2016";"ноябрь 2016";"декабрь 2016";"январь 2017";"февраль 2017";"март 2017";"апрель 2017";"май 2017";"июнь 2017";"июль 2017"
"    Кировская область";2598;4781;7174;9188;11496;13585;15516;17489;19281;21497;23461;25314;2222;4195;6299;8185;10394;12197;14129;16018;17689;19849;21883;23809;2330;4235;6281;8286;10370;12376;14431;16204;18244;20311;22098;24172;2137;4007;6228;8176;10005;12019;13807;15495;17365;19271;21075;23214;1992;3870;6005;7852;9722;11625;13431;15453;17217;18912;20617;22541;1974;3666;5643;7282;9106;10846;12535;14183;15901;17644;19421;21113;1765;3381;5055;6612;8513;10166;11867;13519;15180;17098;18824;20500;2066;3691;5577;7342;9023;10544;12315;13810;15402;17189;18679;20327;1802;3407;5039;6688;8307;9918;11522;13011;14739;16510;17906;19725;1871;3527;5358;7048;8642;10440;11973;13465;15078;16617;18220;19831;1676;3340;4938;6518;8298;9956;11362;12984;14580;16146;17658;19311;1920;3492;5126;6536;8203;9713;11202
"    Нижегородская область";6240;11517;17155;22288;28032;33495;38498;43701;48704;54378;59554;64634;5602;10522;15974;20889;26578;31558;36465;41754;46267;51599;56719;61740;5911;10697;15853;21048;26404;31338;36514;41175;46261;51304;55887;61140;5421;10008;15392;20452;25215;30075;34877;39303;43838;48590;53192;58338;4888;9379;14547;19371;24142;29088;34858;40865;45383;49790;54296;59241;4896;9175;14061;18425;23297;27836;32370;36940;41285;45671;49981;54184;4519;8947;13339;17581;22301;26592;30982;35248;39339;43970;48318;52771;5121;9183;13747;18146;22611;26554;30921;35056;39244;43818;47905;52360;4479;8521;12783;17572;22333;26351;30669;34480;38763;43262;47169;51965;4861;8825;13224;17643;21972;26195;30298;34226;38454;42597;46496;50805;4539;8802;13184;17243;21579;25676;29465;33721;37832;41812;45915;50079;4467;8409;12475;16217;20449;24458;28243
"    Оренбургская область";2888;5561;8446;11036;13940;16559;19025;21568;23878;26530;29061;31469;2771;5000;7813;10290;13133;15713;18254;20782;23004;25636;28299;30817;3057;5523;8144;10794;13473;15994;18744;21180;23521;26206;28464;31028;2819;5018;7657;9984;12464;15127;17539;19737;22112;24536;26759;29305;2568;4884;7541;9975;12281;14937;17560;20290;22566;24877;27218;29633;2575;4851;7521;9799;12242;14590;17078;19563;21910;24143;26575;28965;2454;4719;7075;9309;11787;14152;16702;19207;21291;23777;26081;28225;2785;5001;7390;9821;12203;14467;16843;18990;21186;23780;25939;28136;2593;4896;7248;9742;12202;14471;16982;19357;21686;24116;26268;28596;2576;4843;7460;9881;12231;14754;17137;19202;21495;23786;25902;28120;2379;4405;6820;9055;11294;13619;15780;18326;20400;22397;24716;26923;2494;4587;6993;9027;11361;13565;15676
"    Пензенская область";2310;4493;6756;8697;10795;12781;14566;16445;18209;20218;22185;24042;2074;3759;5669;7504;9620;11407;13079;14963;16650;18682;20544;22406;2190;4053;5886;7904;9891;11680;13608;15273;17075;18992;20747;22583;2079;3848;5865;7712;9534;11291;13064;14702;16422;18185;19920;21852;1950;3834;5764;7619;9345;11140;13136;15416;17084;18762;20381;22114;1790;3476;5489;7196;8946;10718;12466;14247;15837;17534;19288;21025;1789;3542;5277;6857;8739;10337;12021;13680;15144;16989;18671;20419;1984;3701;5402;7049;8795;10220;11949;13542;15112;16917;18472;20151;1735;3454;5129;6842;8573;10149;11894;13448;14979;16760;18282;20045;1912;3624;5566;7368;9002;10693;12273;13754;15331;16979;18440;20135;1783;3278;5003;6621;8314;10015;11549;13159;14705;16251;17882;19536;1856;3445;5204;6712;8431;9906;11329
"    Самарская область";4787;8775;12982;16928;21483;25611;29568;33690;37487;41908;45831;49871;4315;8051;12499;16306;20679;24539;28448;32543;36191;40527;44558;48650;4606;8349;12397;16697;21045;25042;29246;33000;36827;40911;44451;48593;4177;7744;11862;15936;19880;24121;28112;31484;35236;39209;42880;47088;3969;7571;11679;15533;19411;23629;28258;33907;37479;41374;45098;48993;3841;7664;11901;15547;19520;23388;27432;31331;34973;38911;42685;46337;3737;7321;11075;14777;18617;22387;26180;29837;33179;37183;40820;44593;4173;7869;11987;15876;19831;23351;27220;30932;34440;38707;42263;46154;4060;7667;11561;15579;19634;23238;27043;30604;34353;38408;41841;45929;4132;8057;12446;16370;20031;24103;27871;31179;34863;38482;41817;45660;3837;7311;11261;14916;18833;22598;26059;29905;33429;36994;40574;44420;4061;7672;11511;14892;18830;22500;25878
"    Саратовская область";3924;7231;11050;14328;18036;21384;24522;27803;30725;34088;37371;40494;3475;6540;10044;13348;17006;20174;23337;26829;29671;33063;36373;39521;3835;6998;10298;13779;17140;20200;23690;26590;29560;32907;35925;39291;3651;6737;10156;13551;16799;20083;23574;26295;29268;32289;35278;38660;3284;6354;9673;12770;15868;19184;22957;27823;30682;33621;36551;39716;3034;5924;9520;12502;15603;18625;21702;24838;27688;30549;33584;36476;3029;5976;9006;11830;15170;18164;21000;24012;26800;29939;32802;35664;3537;6498;9389;12575;15792;18424;21432;24237;26963;30369;33029;36027;3171;5885;8761;11799;14997;17638;20819;23499;26284;29520;32122;35288;3337;6355;9592;12609;15535;18683;21593;24128;26952;29893;32512;35439;3163;5860;8878;11664;14664;17591;20404;23309;26129;28927;31851;34768;3299;5975;8991;11631;14710;17493;20060
"    Ульяновская область";2120;4061;5901;7711;9684;11447;13129;14904;16518;18337;19982;21760;1885;3477;5295;7023;8935;10570;12179;13902;15427;17285;18999;20767;1908;3521;5275;6947;8686;10360;12087;13632;15240;16899;18391;20033;1826;3392;5206;6829;8388;10037;11626;13025;14538;16192;17699;19418;1770;3416;5175;6790;8451;10161;11956;14176;15710;17252;18875;20450;1706;3324;5206;6794;8541;10023;11575;13151;14616;16175;17643;19036;1603;3212;4767;6225;7803;9231;10707;12195;13499;15095;16574;18069;1819;3295;4862;6421;8054;9425;10964;12351;13712;15366;16830;18321;1582;3057;4646;6246;7901;9340;10910;12311;13895;15516;16808;18430;1667;3188;4992;6649;8191;9795;11320;12765;14292;15800;17216;18759;1612;3180;4801;6270;7863;9456;10857;12512;13979;15422;16879;18562;1787;3177;4772;6116;7693;9120;10447
"  Уральский федеральный округ";16460;30604;45186;58358;73344;87095;100279;114077;127283;141643;154885;168166;14856;27805;42404;55290;69842;83042;96889;110011;122039;136456;149385;162317;15698;29058;42959;56944;70842;84509;98806;110859;124715;138598;150455;164247;14172;26834;41193;54373;67113;80524;93287;105523;118209;131183;143991;158185;13792;26240;40286;53192;65845;79281;91671;105067;118132;130392;143227;156790;14005;26317;40312;52472;65635;78216;90393;103575;115918;128430;141294;153685;13780;26090;39097;51359;65104;77312;90815;103137;114719;128173;140181;152793;14872;26589;39203;51925;64882;76817;89663;101292;113235;126849;138359;151361;13544;25533;38161;50982;63847;76123;89053;100866;113830;127024;138538;152037;13904;26420;40518;53525;65791;79448;91892;103541;116497;128919;140713;153802;13471;26133;39192;51259;64313;76725;88143;101654;113757;126031;138629;151492;14649;26415;39130;50237;63234;75148;86529
"    Курганская область";1622;3008;4492;5732;7204;8447;9687;10961;12111;13458;14763;15985;1438;2613;3967;5259;6677;7930;9212;10509;11506;12845;14085;15259;1588;2841;4211;5535;6853;8183;9558;10661;11912;13201;14337;15626;1339;2537;3917;5139;6339;7614;8806;9967;11124;12363;13547;14897;1310;2563;3899;5142;6328;7516;8688;9921;11062;12203;13342;14590;1325;2531;3807;4954;6233;7379;8536;9698;10767;11854;13059;14215;1332;2475;3646;4760;6026;7182;8509;9644;10680;11924;13032;14216;1494;2621;3807;5060;6317;7425;8634;9693;10710;11961;13018;14224;1254;2417;3555;4674;5868;6988;8204;9293;10437;11621;12698;13922;1243;2430;3786;4937;6022;7377;8424;9434;10597;11746;12826;13997;1254;2470;3617;4695;5869;6936;7942;9104;10200;11302;12479;13563;1305;2340;3454;4501;5676;6720;7701
"    Свердловская область";6666;12352;18062;23268;29346;34854;40110;45629;50930;56587;61690;67124;5882;11055;16889;22106;27932;33110;38566;43800;48698;54413;59343;64448;6185;11592;17183;22593;27975;33502;39031;43854;49378;54816;59449;65006;5607;10857;16784;21842;26826;32198;37153;42106;47150;52267;57364;63079;5379;10281;15799;20883;25878;31070;35909;41221;46347;51100;56193;61519;5490;10200;15677;20426;25718;30688;35535;40817;45847;50808;55908;60740;5425;10224;15205;20064;25430;30189;35343;40193;44917;50289;54930;59913;5923;10629;15445;20408;25374;30110;35234;39797;44576;49854;54464;59578;5401;10155;15280;20367;25372;30309;35460;39996;45276;50566;54995;60447;5524;10490;16151;21425;26220;31481;36409;41117;46343;51231;56050;61264;5418;10526;15631;20393;25578;30634;35236;40741;45589;50525;55546;60640;6022;10726;15718;20067;25186;29920;34627
"    Тюменская область";2803;5401;8035;10534;13249;15970;18341;20835;23388;26034;28418;30814;2654;5090;7734;10063;12787;15191;17929;20291;22616;25336;27856;30306;2894;5355;7990;10615;13134;15617;18402;20685;23370;25945;28185;30820;2591;5047;7728;10199;12682;15253;17808;20136;22513;24958;27469;30134;2669;5009;7737;10199;12583;15217;17708;20274;22963;25385;27891;30576;2585;4980;7680;9981;12439;14821;17135;19687;22041;24448;26917;29261;2560;4877;7502;9809;12399;14807;17355;19720;21879;24446;26832;29297;2855;4999;7472;9876;12372;14538;17001;19248;21624;24213;26442;29003;2495;4796;7260;9679;12219;14626;17134;19510;22098;24626;26963;29515;2727;5132;7851;10288;12779;15370;17787;20082;22637;25052;27311;29894;2675;5106;7637;9916;12481;14878;17131;19733;22146;24565;27033;29649;2870;5179;7698;9852;12464;14776;17018
"      Ханты-Мансийский автономный округ-Югра";883;1678;2569;3339;4212;5178;5934;6719;7623;8501;9208;10025;858;1679;2493;3235;4137;4922;5882;6696;7531;8491;9294;10096;986;1797;2656;3534;4370;5148;6096;6873;7737;8611;9376;10248;840;1616;2510;3394;4179;5034;5945;6757;7535;8350;9200;10094;906;1675;2593;3431;4199;5094;6009;6922;7877;8720;9571;10482;904;1762;2672;3465;4315;5130;5903;6830;7648;8413;9297;10072;862;1642;2536;3328;4229;5047;5887;6678;7430;8302;9100;9949;989;1677;2516;3340;4216;4957;5846;6598;7377;8347;9141;10020;864;1667;2511;3375;4280;5091;6006;6803;7725;8607;9443;10295;926;1750;2680;3501;4367;5250;6150;6924;7846;8699;9460;10372;925;1749;2602;3359;4277;5081;5854;6745;7619;8421;9219;10126;1022;1831;2716;3439;4356;5200;6014
"      Ямало-Ненецкий автономный округ";198;525;745;1078;1334;1583;1809;2047;2283;2540;2763;2988;251;485;709;944;1189;1379;1664;1888;2172;2440;2694;2937;235;457;717;980;1238;1473;1719;1947;2202;2465;2693;2968;207;464;702;923;1189;1438;1705;1907;2136;2418;2646;2919;262;473;753;976;1167;1411;1648;1894;2152;2398;2633;2885;239;463;757;993;1201;1431;1660;1896;2147;2382;2641;2867;229;455;728;924;1175;1403;1665;1908;2129;2377;2618;2877;285;499;730;954;1175;1390;1639;1877;2089;2340;2557;2785;260;463;692;917;1119;1347;1592;1815;2048;2299;2518;2762;264;494;794;1025;1290;1509;1717;1930;2171;2386;2602;2829;275;498;750;970;1206;1431;1630;1883;2099;2336;2591;2803;286;502;721;912;1149;1351;1560
"      Тюменская область (кроме Ханты-Мансийского авт. округа-Югры и Ямало-Ненецкого авт. округа)";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1371;2666;4057;5387;6820;8188;9536;10892;12325;13720;15002;16458;1537;2888;4377;5762;7122;8611;9920;11228;12620;13967;15249;16693;1475;2859;4285;5587;6998;8366;9647;11105;12428;13808;15223;16720;1562;2846;4261;5501;6959;8225;9444
"    Челябинская область";5369;9843;14597;18824;23545;27824;32141;36652;40854;45564;50014;54243;4882;9047;13814;17862;22446;26811;31182;35411;39219;43862;48101;52304;5031;9270;13575;18201;22880;27207;31815;35659;40055;44636;48484;52795;4635;8393;12764;17193;21266;25459;29520;33314;37422;41595;45611;50075;4434;8387;12851;16968;21056;25478;29366;33651;37760;41704;45801;50105;4605;8606;13148;17111;21245;25328;29187;33373;37263;41320;45410;49469;4463;8514;12744;16726;21249;25134;29608;33580;37243;41514;45387;49367;4600;8340;12479;16581;20819;24744;28794;32554;36325;40821;44435;48556;4394;8165;12066;16262;20388;24200;28255;32067;36019;40211;43882;48153;4410;8368;12730;16875;20770;25220;29272;32908;36920;40890;44526;48647;4124;8031;12307;16255;20385;24277;27834;32076;35822;39639;43571;47640;4452;8170;12260;15817;19908;23732;27183
"  Сибирский федеральный округ";28850;53540;79491;103063;129692;154541;177839;202061;225325;249900;273409;296586;25380;46575;71942;94850;120106;143833;168002;191175;211983;236654;259352;282078;27306;50559;75085;99471;123468;145701;169941;190893;214088;237791;258075;281599;24273;45507;70345;93091;115255;138201;161261;181973;204359;226540;248390;272543;24835;46661;71218;93734;116190;139755;162200;184339;206405;228008;250035;273424;24763;45945;69872;90982;113662;135483;156536;179015;200652;221998;243389;264754;22521;43613;66004;87560;111719;133295;155522;176788;196399;219490;240328;262286;24756;44899;66925;89137;111281;131380;153769;173951;194139;216759;236273;257282;23144;43237;64878;86326;108219;129478;151677;171257;192735;214315;233520;256083;22783;43638;67313;89598;110199;131941;153653;172715;193517;214279;233867;255424;21482;42857;66010;86212;107841;128882;148450;169598;189794;209597;230480;251212;23276;43199;65570;84686;106221;126895;145823
"    Республика Алтай";268;471;736;961;1238;1469;1705;1953;2163;2387;2608;2816;243;421;665;869;1111;1324;1558;1759;1947;2155;2369;2575;256;458;647;880;1110;1318;1551;1743;1940;2142;2340;2547;230;419;647;857;1074;1271;1473;1654;1866;2077;2285;2511;258;460;682;884;1073;1283;1482;1672;1878;2085;2300;2515;224;405;657;875;1070;1291;1483;1711;1905;2144;2352;2531;212;399;618;844;1092;1284;1476;1670;1831;2031;2227;2394;250;451;664;856;1078;1261;1447;1626;1806;2021;2210;2400;258;449;622;817;991;1174;1395;1606;1799;2011;2187;2382;204;403;600;795;1020;1207;1418;1600;1814;2003;2168;2347;189;349;549;734;912;1086;1249;1437;1632;1788;1972;2151;193;370;582;724;907;1079;1246
"    Республика Бурятия";1286;2488;3725;4843;6145;7319;8448;9590;10605;11783;12880;13905;1221;2179;3278;4294;5439;6483;7544;8661;9565;10732;11750;12845;1217;2322;3552;4604;5672;6678;7752;8762;9833;10906;11865;12956;1129;2053;3185;4227;5172;6172;7240;8168;9269;10312;11342;12530;1101;2062;3182;4203;5209;6328;7339;8353;9321;10324;11324;12386;1125;2118;3245;4179;5247;6262;7217;8255;9277;10262;11274;12309;1074;2059;3100;4145;5181;6140;7195;8211;9093;10108;11039;12028;1053;1924;2906;3907;4932;5795;6802;7718;8691;9722;10609;11538;967;1887;2856;3767;4745;5657;6592;7429;8372;9363;10182;11194;1013;1954;2948;3913;4815;5738;6684;7542;8483;9339;10220;11152;939;1855;2762;3681;4638;5611;6488;7436;8339;9262;10148;11047;992;1779;2820;3577;4488;5375;6217
"    Республика Тыва";351;701;1022;1315;1646;1966;2250;2591;2901;3214;3537;3826;278;557;906;1208;1513;1812;2148;2466;2744;3079;3393;3674;320;599;918;1255;1534;1833;2135;2414;2733;3039;3273;3535;324;591;957;1278;1537;1845;2139;2400;2732;3049;3349;3655;328;590;910;1216;1508;1833;2138;2432;2703;2999;3291;3610;257;542;897;1170;1456;1749;2025;2285;2570;2852;3130;3379;274;541;827;1102;1402;1680;1975;2281;2535;2909;3157;3447;342;603;882;1184;1465;1720;2019;2305;2542;2854;3133;3432;286;547;819;1135;1442;1716;2026;2287;2602;2847;3098;3427;302;568;856;1084;1347;1659;1925;2197;2449;2705;2972;3258;260;504;776;1031;1279;1549;1797;2084;2343;2619;2875;3112;278;500;762;939;1157;1378;1641
"    Республика Хакасия";814;1436;2178;2876;3596;4322;4948;5537;6114;6775;7403;7996;617;1171;1744;2362;3031;3608;4272;4894;5453;6099;6678;7292;703;1316;1994;2536;3186;3785;4450;5060;5691;6275;6799;7460;622;1183;1801;2346;2930;3569;4146;4799;5386;5979;6617;7258;694;1245;1906;2510;3089;3711;4301;4910;5495;6150;6784;7373;677;1318;1896;2463;3109;3620;4256;4862;5378;6007;6566;7166;598;1197;1868;2420;3057;3639;4204;4796;5302;5923;6500;7082;638;1172;1780;2445;3050;3578;4231;4758;5283;5904;6404;6998;666;1233;1850;2456;3019;3540;4177;4728;5274;5876;6416;7044;635;1246;1915;2582;3151;3796;4403;4937;5534;6115;6650;7216;560;1175;1853;2410;2987;3582;4146;4685;5195;5735;6317;6869;634;1193;1802;2315;2947;3520;4032
"    Алтайский край";3798;6959;10274;13396;16927;20217;23146;26218;29253;32425;35512;38465;3440;6277;9771;12788;16137;19312;22551;25478;28191;31447;34446;37404;3766;6940;10167;13512;16760;19712;22961;25650;28624;31762;34511;37552;3333;6111;9318;12361;15308;18292;21376;24074;26938;29825;32645;35847;3350;6323;9557;12668;15719;18923;21813;24690;27576;30434;33332;36377;3376;6159;9371;12163;15255;18190;20930;23785;26674;29457;32318;35144;3043;5989;8967;11764;15014;17954;20883;23681;26192;29253;32026;35030;3174;5829;8636;11547;14520;17192;20276;22981;25610;28610;31186;33980;3103;5869;8779;11797;14796;17668;20579;23170;26016;28824;31251;33933;3112;6100;9267;12113;14791;17647;20489;23018;25754;28456;31152;33776;2810;5587;8604;11269;14192;17069;19651;22402;24999;27654;30534;33297;3163;5798;8723;11408;14454;17267;19653
"    Забайкальский край";1743;3117;4804;6203;7825;9247;10629;11945;13290;14751;16126;17509;1447;2699;4148;5516;6973;8229;9496;10859;12117;13492;14830;16171;1578;2935;4419;5782;6941;8236;9689;10851;12165;13450;14675;16053;1385;2564;3930;5123;6405;7631;8881;10024;11234;12486;13862;15217;1463;2720;4195;5584;6808;8043;9331;10569;11750;12906;14127;15424;1371;2501;3888;5059;6358;7522;8653;9827;11039;12227;13435;14647;1258;2405;3711;4910;6231;7371;8571;9742;10787;12076;13232;14310;1339;2374;3570;4777;5917;6931;8046;9132;10263;11481;12558;13729;1259;2377;3594;4712;5920;6986;8098;9113;10166;11290;12308;13568;1328;2391;3705;5008;6195;7361;8605;9589;10652;11763;12892;14050;1124;2283;3565;4568;5732;6812;7853;8979;10033;11134;12178;13311;1219;2187;3380;4347;5360;6428;7435
"    Красноярский край";3939;7319;10998;14248;17873;21280;24444;27822;30961;34194;37371;40460;3590;6345;9682;12886;16328;19580;22905;26010;28896;32264;35339;38476;3862;7114;10567;13986;17289;20408;23693;26597;29869;33141;35878;39139;3310;6221;9734;12913;15909;19070;22342;25183;28316;31360;34408;37673;3478;6487;9919;12937;16124;19462;22535;25655;28762;31765;34805;38082;3423;6415;9741;12714;15954;18905;21855;25070;28148;31097;34050;37022;3109;6091;9220;12231;15691;18699;21761;24786;27610;30745;33690;36726;3603;6491;9531;12687;15810;18565;21880;24616;27501;30724;33428;36366;3216;6052;9178;12189;15152;18073;21285;23996;27163;30312;32982;36230;3207;6103;9433;12724;15726;18837;21977;24703;27623;30548;33257;36283;3059;6191;9525;12346;15488;18431;21215;24219;27178;30014;32892;35756;3323;6158;9437;12102;15176;18147;20919
"    Иркутская область";3654;6925;10283;13295;16650;19792;22821;26008;28985;32146;35156;38177;3207;5863;9023;11913;15131;17955;21041;24041;26482;29598;32460;35211;3298;6152;9094;12206;15289;18072;21126;23810;26681;29745;32320;35407;3085;5780;8895;11844;14632;17588;20677;23286;26147;29003;31769;34950;3036;5827;9074;12026;14805;17820;20807;23695;26520;29265;32153;35134;3085;5724;8830;11553;14427;17329;20104;23034;25783;28481;31140;33928;2912;5605;8460;11170;14267;17041;19743;22582;25109;28137;30846;33495;3294;5882;8728;11638;14629;17262;20054;22693;25230;28091;30523;33152;3102;5606;8380;11176;13935;16700;19736;22236;24932;27722;30216;33297;2871;5470;8671;11604;14264;16966;19819;22259;24940;27655;30096;33041;2632;5307;8384;11013;13733;16455;18985;21757;24418;26877;29508;32189;2920;5363;8257;10622;13328;15933;18358
"    Кемеровская область";5056;9111;13259;17112;21372;25398;29356;33436;37370;41452;45376;49228;4160;7665;12141;15905;20197;24185;28158;31987;35329;39251;42975;46779;4510;8391;12366;16348;20389;23949;27878;31311;35250;39107;42360;46190;4120;7749;11996;15833;19505;23267;27014;30453;34106;37627;41025;44942;4182;7847;11783;15335;18977;22804;26373;29977;33743;37185;40745;44626;4087;7580;11518;14907;18549;22110;25414;29055;32569;35976;39357;42702;3568;6863;10476;13919;17801;21183;24626;27933;31017;34600;37866;41417;3818;6950;10391;13817;17210;20359;23807;27007;30113;33601;36655;39907;3677;6865;10151;13496;16875;20197;23652;26627;30032;33317;36318;39823;3514;6760;10478;13848;17010;20388;23738;26494;29784;32912;35834;39380;3440;6554;10286;13465;16735;19998;23025;26283;29461;32362;35704;38883;3582;6736;10121;13257;16652;19741;22507
"    Новосибирская область";3752;7065;10500;13618;17205;20624;23730;27093;30336;33719;36927;40222;3449;6369;9885;13016;16429;19813;23129;26266;29222;32658;35724;38815;3628;6732;9957;13288;16625;19739;23022;25935;29151;32372;35253;38426;3179;6085;9439;12484;15640;18862;21940;24810;27875;30905;33914;37195;3330;6245;9475;12418;15610;18748;21887;24938;27957;30914;33896;37113;3484;6358;9422;12306;15433;18467;21406;24429;27394;30399;33401;36373;3065;5916;8979;12030;15354;18366;21543;24432;27241;30515;33384;36528;3495;6408;9506;12624;15689;18624;21841;24768;27712;30831;33684;36730;3107;5914;8998;11985;15236;18406;21488;24367;27424;30451;33256;36387;3178;6049;9386;12415;15304;18435;21521;24269;27153;30192;33082;36073;3193;6360;9558;12472;15564;18567;21318;24356;27130;30091;33057;36116;3315;6335;9515;12334;15404;18477;21295
"    Омская область";2853;5441;8031;10406;13076;15599;17984;20385;22720;25257;27660;30126;2568;4858;7391;9741;12333;14913;17415;19851;22061;24707;27183;29578;2856;5208;7847;10368;12832;15062;17672;19802;22075;24599;26576;28931;2431;4607;7123;9362;11637;13940;16168;18238;20470;22739;24921;27352;2427;4663;7165;9485;11685;14163;16438;18613;20732;22970;25173;27552;2437;4602;7083;9211;11354;13611;15765;18137;20272;22389;24591;26749;2302;4426;6678;8854;11290;13541;16088;18245;20319;22674;24846;27197;2553;4672;7050;9339;11585;13706;15900;17911;19923;22335;24339;26516;2324;4318;6479;8594;10830;12987;15200;17286;19440;21732;23801;26181;2273;4466;6806;9211;11313;13549;15741;17741;19915;22134;24142;26432;2248;4426;6828;8957;11297;13418;15465;17686;19797;21821;24045;26217;2441;4602;6934;8881;11120;13257;15245
"    Томская область";1336;2507;3681;4790;6139;7308;8378;9483;10627;11797;12853;13856;1160;2171;3308;4352;5484;6619;7785;8903;9976;11172;12205;13258;1312;2392;3557;4706;5841;6909;8012;8958;10076;11253;12225;13403;1125;2144;3320;4463;5506;6694;7865;8884;10020;11178;12253;13413;1188;2192;3370;4468;5583;6637;7756;8835;9968;11011;12105;13232;1217;2223;3324;4382;5450;6427;7428;8565;9643;10707;11775;12804;1106;2122;3100;4171;5339;6397;7457;8429;9363;10519;11515;12632;1197;2143;3281;4316;5396;6387;7466;8436;9465;10585;11544;12534;1179;2120;3172;4202;5278;6374;7449;8412;9515;10570;11505;12617;1146;2128;3248;4301;5263;6358;7333;8366;9416;10457;11402;12416;1028;2266;3320;4266;5284;6304;7258;8274;9269;10240;11250;12264;1216;2178;3237;4180;5228;6293;7275
"  Дальневосточный федеральный округ";9306;16698;24929;32141;40416;47807;55078;62706;69617;77203;84476;91680;8356;15058;22545;29452;37648;44556;51950;59189;65604;73359;80448;87571;8531;15961;23550;31100;38563;45627;53422;59919;66966;74292;80941;88637;7609;14308;21807;28780;35785;42821;49909;56376;63609;70794;77855;85627;7666;14418;22259;29371;36546;44014;51126;58218;65105;72237;79522;86845;7392;14056;21835;28462;35731;42719;49520;56932;63576;70381;77393;84352;7420;14092;21244;28089;35476;41949;48510;55252;61287;68585;75078;81494;7746;13906;20579;27094;33812;39671;46436;52760;58886;66241;72326;78890;7512;13872;20366;26856;33373;39542;46210;52245;58682;65614;71449;78301;7121;13315;20573;27352;33618;40244;46767;52694;59027;65461;71590;78442;6537;12778;20082;26199;32658;39128;45089;51723;57919;64269;70915;77398;7058;13015;19828;25644;32230;38333;44191
"    Республика Саха (Якутия)";874;1592;2339;3020;3834;4589;5417;6237;7024;7819;8544;9264;877;1553;2311;2977;3774;4511;5385;6165;6915;7743;8491;9224;821;1571;2343;3165;3949;4721;5623;6399;7221;8027;8703;9549;799;1452;2269;2968;3744;4530;5410;6161;7015;7807;8615;9389;761;1550;2385;3125;3915;4680;5522;6303;7156;7914;8670;9413;712;1384;2201;2882;3638;4392;5213;5989;6777;7481;8211;8956;815;1539;2301;2997;3813;4534;5262;6036;6711;7491;8174;8907;776;1466;2156;2834;3576;4207;4920;5628;6343;7099;7727;8366;726;1318;2038;2723;3437;4115;4816;5471;6240;6894;7507;8239;704;1325;2118;2812;3472;4197;4887;5534;6224;6905;7513;8233;706;1319;2080;2716;3371;4047;4631;5357;6060;6691;7371;8052;705;1310;2012;2609;3303;3964;4562
"    Камчатский край";396;708;1034;1320;1674;2041;2330;2671;2983;3308;3615;3955;348;637;944;1254;1630;1927;2279;2597;2892;3234;3554;3868;333;624;991;1331;1668;1980;2270;2580;2920;3263;3581;3955;338;642;988;1340;1672;2017;2334;2654;3010;3322;3665;4044;353;654;1039;1350;1672;2016;2358;2757;3092;3416;3758;4066;339;660;993;1287;1630;1937;2219;2544;2857;3193;3545;3867;334;622;934;1243;1591;1885;2146;2477;2787;3103;3403;3691;374;628;950;1257;1570;1841;2162;2468;2791;3130;3405;3672;341;661;953;1224;1534;1849;2139;2442;2789;3103;3383;3684;318;603;955;1279;1555;1875;2159;2425;2724;2990;3297;3626;335;644;977;1262;1583;1878;2148;2485;2748;3063;3366;3666;311;564;898;1192;1484;1767;2003
