Территории;"январь 2006";"февраль 2006";"март 2006";"апрель 2006";"май 2006";"июнь 2006";"июль 2006";"август 2006";"сентябрь 2006";"октябрь 2006";"ноябрь 2006";"декабрь 2006";"январь 2007";"февраль 2007";"март 2007";"апрель 2007";"май 2007";"июнь 2007";"июль 2007";"август 2007";"сентябрь 2007";"октябрь 2007";"ноябрь 2007";"декабрь 2007";"январь 2008";"февраль 2008";"март 2008";"апрель 2008";"май 2008";"июнь 2008";"июль 2008";"август 2008";"сентябрь 2008";"октябрь 2008";"ноябрь 2008";"декабрь 2008";"январь 2009";"февраль 2009";"март 2009";"апрель 2009";"май 2009";"июнь 2009";"июль 2009";"август 2009";"сентябрь 2009";"октябрь 2009";"ноябрь 2009";"декабрь 2009";"январь 2010";"февраль 2010";"март 2010";"апрель 2010";"май 2010";"июнь 2010";"июль 2010";"август 2010";"сентябрь 2010";"октябрь 2010";"ноябрь 2010";"декабрь 2010";"январь 2011";"февраль 2011";"март 2011";"апрель 2011";"май 2011";"июнь 2011";"июль 2011";"август 2011";"сентябрь 2011";"октябрь 2011";"ноябрь 2011";"декабрь 2011";"январь 2012";"февраль 2012";"март 2012";"апрель 2012";"май 2012";"июнь 2012";"июль 2012";"август 2012";"сентябрь 2012";"октябрь 2012";"ноябрь 2012";"декабрь 2012";"январь 2013";"февраль 2013";"март 2013";"апрель 2013";"май 2013";"июнь 2013";"июль 2013";"август 2013";"сентябрь 2013";"октябрь 2013";"ноябрь 2013";"декабрь 2013";"январь 2014";"февраль 2014";"март 2014";"апрель 2014";"май 2014";"июнь 2014";"июль 2014";"август 2014";"сентябрь 2014";"октябрь 2014";"ноябрь 2014";"декабрь 2014";"январь 2015";"февраль 2015";"март 2015";"апрель 2015";"май 2015";"июнь 2015";"июль 2015";"август 2015";"сентябрь 2015";"октябрь 2015";"ноябрь 2015";"декабрь 2015";"январь 2016";"февраль 2016";"март 2016";"апрель 2016";"май 2016";"июнь 2016";"июль 2016";"август 2016";"сентябрь 2016";"октябрь 2016";"ноябрь 2016";"декабрь 2016";"январь 2017";"февраль 2017";"март 2017";"апрель 2017";"май 2017";"июнь 2017";"июль 2017"
"    Челябинская область";2557;5627;8995;12047;15228;18314;21376;24983;28149;31568;34713;37719;3052;6162;9454;12458;16144;19330;22987;26881;30330;34245;37607;40941;3756;7181;10701;14461;18031;21508;25799;29638;33434;37693;41292;45091;3554;7057;11090;14892;18323;22175;26434;30306;34386;38258;41716;45733;3470;6889;11203;15065;18803;22928;26934;31136;35209;38858;42797;46767;3280;6683;11133;14738;18567;22573;26594;31110;35219;39114;43254;47300;3689;7833;12062;15881;20151;24171;28485;33216;37140;41854;45907;49885;4297;8005;11688;15714;19594;23460;28256;32643;36683;41591;45353;49325;4071;7843;11790;16175;20169;24083;28997;33115;37364;41671;45320;49839;3719;7398;11553;15628;19352;23486;28073;32178;36480;40670;44332;48744;3336;6880;11254;14800;18552;22876;26887;31666;35508;39192;43064;46619;3412;6565;10094;13228;16682;20119;23462
"  Сибирский федеральный округ";16680;34020;53978;71514;90915;110151;129529;150767;169726;189923;208247;226419;19227;36641;56761;74944;96336;116780;139480;162075;182329;206348;226944;247781;22067;42862;64805;86995;107948;129025;154122;176661;200303;224710;244758;268052;21384;41913;66137;88529;109748;133795;159234;182694;206699;230036;250785;274182;19930;40502;65607;88123;109557;133759;157680;181861;205041;227353;249631;272465;20075;40592;64760;85825;108194;131371;153843;179707;202989;225395;248073;271292;21936;45030;68777;90655;116331;139539;165185;191638;214190;240947;264115;287278;24031;45611;67726;91591;114768;137532;165129;190676;214296;240840;263039;286917;23064;44914;68477;92450;115479;138485;165498;189096;213785;239069;259568;284211;21381;42310;66059;88521;110038;134076;160052;183734;208072;231783;253308;277798;19956;41350;65580;86941;109265;132923;155967;181278;203739;225014;246132;267024;19015;36620;57882;75868;96597;116914;137263
"    Республика Алтай";249;515;810;1112;1385;1682;1964;2264;2554;2840;3101;3386;300;560;894;1180;1551;1863;2223;2597;2947;3304;3679;4046;345;714;1082;1475;1862;2177;2572;2937;3293;3678;4013;4429;378;688;1072;1433;1757;2136;2527;2875;3238;3659;3959;4299;338;656;1052;1404;1742;2103;2477;2813;3205;3551;3890;4244;316;641;1086;1508;1857;2257;2663;3103;3510;3877;4277;4673;374;757;1165;1545;1975;2347;2752;3182;3526;3971;4313;4702;368;688;1039;1444;1816;2136;2539;2949;3327;3733;4074;4427;417;798;1187;1574;1918;2262;2673;3041;3393;3771;4106;4447;308;614;975;1315;1642;1972;2347;2660;3035;3399;3670;4022;298;601;954;1278;1605;1964;2342;2688;3031;3283;3620;3911;256;504;791;1063;1394;1701;1976
"    Республика Бурятия";1091;2228;3479;4580;5805;6954;8123;9372;10566;11930;13067;14201;1178;2241;3505;4653;5997;7225;8600;10039;11222;12799;14059;15355;1344;2670;4125;5495;6730;8024;9521;10892;12337;13811;15007;16403;1350;2653;4147;5518;6798;8252;9785;11165;12591;14035;15358;16819;1229;2526;4068;5353;6677;8147;9549;11025;12394;13727;15129;16535;1237;2395;3880;5156;6531;7906;9299;10860;12290;13673;15010;16459;1318;2610;4070;5330;6845;8151;9656;11162;12541;14116;15507;16966;1375;2661;3949;5382;6779;8179;9846;11346;12741;14355;15696;17145;1349;2687;4175;5495;6947;8362;9914;11343;12851;14442;15685;17141;1331;2628;4117;5464;6754;8200;9750;11213;12662;14143;15554;16981;1239;2526;3973;5284;6565;7953;9333;10875;12248;13614;14868;16128;1202;2208;3519;4647;5836;7027;8266
"    Республика Тыва";424;891;1362;1836;2388;2907;3422;3971;4430;5022;5493;5939;518;1057;1633;2161;2765;3345;3985;4699;5354;6132;6770;7446;687;1267;1664;2663;3272;3797;4518;5204;5903;6662;7269;7936;666;1228;1949;2624;3274;3957;4647;5429;6153;6820;7526;8260;575;1165;1994;2707;3381;4078;4744;5420;6156;6843;7543;8246;645;1234;1979;2597;3328;4006;4738;5531;6263;7015;7735;8428;673;1369;2087;2746;3494;4098;4832;5519;6135;6940;7634;8273;690;1321;1959;2639;3355;3992;4713;5419;6096;6820;7451;8160;641;1263;1922;2602;3286;3864;4589;5237;5998;6707;7300;7954;583;1158;1835;2496;3105;3794;4442;5095;5692;6287;6900;7489;562;1176;1807;2412;3029;3614;4209;4925;5584;6228;6817;7421;600;1077;1751;2290;2899;3476;4048
"    Республика Хакасия";509;977;1577;2091;2655;3149;3725;4308;4845;5455;5937;6464;570;1062;1659;2205;2827;3435;4112;4729;5311;6035;6684;7325;654;1329;2019;2634;3219;3881;4573;5259;5969;6659;7262;7964;591;1206;1937;2576;3216;3964;4705;5416;6116;6762;7362;8043;648;1299;2041;2700;3322;4013;4673;5408;6052;6682;7318;8010;616;1229;1969;2531;3194;3875;4552;5348;6014;6725;7370;8052;657;1368;2075;2717;3429;4090;4884;5665;6389;7209;7862;8503;719;1372;2038;2736;3422;4067;4914;5598;6271;7033;7651;8376;680;1314;1964;2689;3363;4049;4839;5519;6208;6923;7479;8160;647;1221;1930;2611;3216;3902;4678;5311;5985;6621;7270;7911;567;1191;1830;2450;3088;3766;4479;5247;5863;6484;7034;7592;522;1016;1607;2147;2757;3339;3922
"    Алтайский край";1922;3839;6132;8053;10190;12366;14562;16995;19103;21404;23513;25513;2228;4183;6449;8526;11026;13272;15929;18438;20779;23595;25843;28209;2555;4866;7352;9789;12109;14515;17492;20106;22927;25834;28113;30711;2466;4729;7413;10015;12402;15073;18044;20745;23516;26051;28471;31038;2188;4463;7331;9872;12263;15154;17919;20631;23276;25741;28278;30863;2340;4732;7400;9787;12260;14881;17360;20347;22957;25559;28120;30739;2474;5082;7766;10275;13304;16042;19041;21992;24551;27629;30156;32695;2787;5282;7759;10337;12933;15502;18799;21627;24348;27363;29823;32461;2529;5038;7763;10425;12964;15597;18598;21141;23856;26580;28803;31429;2327;4629;7219;9539;11871;14531;17364;19998;22614;25104;27428;30065;2226;4525;7067;9473;11771;14406;16899;19616;21944;24200;26654;28867;2009;3975;6218;8165;10462;12677;14792
"    Забайкальский край";1218;2362;3757;4965;6363;7695;9053;10442;11704;13126;14414;15646;1181;2358;3695;4950;6488;7812;9300;10839;12238;13794;15142;16517;1522;2916;4291;5739;7084;8583;10278;11764;13389;14936;16227;17809;1404;2776;4341;5700;7147;8719;10288;11879;13331;14906;16335;17843;1347;2760;4277;5913;7295;8768;10273;11817;13299;14730;16191;17670;1205;2557;3963;5435;6904;8326;9715;11319;12786;14263;15665;17086;1379;2779;4172;5543;7129;8601;10134;11780;13171;14840;16282;17706;1487;2771;4140;5695;7155;8498;10169;11706;13147;14701;16012;17472;1385;2606;4130;5557;6997;8503;10083;11536;13118;14650;15912;17460;1365;2693;4181;5564;6941;8350;9834;11261;12666;14061;15424;16791;1148;2404;3833;5116;6487;7798;9112;10616;11957;13329;14553;15832;1145;2095;3395;4421;5702;6929;8152
"    Красноярский край";2401;4853;7684;10125;12948;15561;18281;21309;23933;26696;29238;31752;2758;5186;8016;10570;13501;16278;19409;22485;25217;28557;31302;34175;3012;5841;8861;11962;14812;17750;21263;24359;27619;30908;33639;36904;2939;5740;9163;12351;15307;18820;22311;25520;28932;32089;34931;38238;2786;5704;9244;12380;15433;18842;22118;25592;28976;32201;35314;38571;2768;5587;9161;12082;15280;18544;21619;25243;28578;31720;34938;38162;3124;6431;9839;12981;16650;19942;23783;27569;30764;34549;37812;41098;3551;6566;9621;13216;16570;19845;23676;27415;30768;34662;37766;41254;3318;6530;9966;13448;16829;20153;24027;27395;30993;34713;37826;41358;3193;6241;9750;13171;16359;19869;23604;27212;30910;34365;37520;41198;2961;6147;9928;13149;16550;20149;23443;27152;30495;33648;36816;39924;2882;5516;8700;11347;14517;17619;20701
"    Иркутская область";2218;4519;7243;9761;12366;15104;17705;20656;23201;25939;28386;30918;2732;5176;7943;10461;13332;16125;19291;22518;25420;28783;31731;34660;2965;5895;9065;12282;15285;18276;21749;24890;28187;31635;34449;37587;2947;5789;9225;12442;15511;18779;22358;25548;28849;32126;34910;38160;2753;5538;9013;12143;15023;18194;21512;24678;27769;30828;33852;36867;2911;5793;9050;11968;15115;18240;21282;24782;27880;30953;34106;37237;2952;6001;9215;12239;15649;18822;22123;25714;28813;32326;35438;38516;3174;6066;9137;12397;15512;18512;22086;25374;28463;31891;34895;37876;3125;5962;8981;12164;15121;18120;21679;24706;27948;31289;33946;37182;2767;5563;8678;11696;14633;17929;21332;24406;27685;30849;33718;37143;2607;5537;8694;11529;14556;17623;20691;24083;27116;29930;32815;35580;2595;4976;7861;10289;13060;15825;18556
"    Кемеровская область";2308;4813;7732;10131;12780;15593;18278;21305;23996;26725;29371;31930;2779;5310;8193;10672;13586;16546;19694;22730;25494;28689;31462;34161;3091;6011;8970;11818;14854;17717;21129;24130;27303;30633;33523;36677;2985;5874;9132;12150;15039;18405;21988;25222;28542;31756;34539;37727;2768;5482;8806;11868;14608;17927;21265;24455;27553;30544;33438;36514;2605;5260;8438;11144;13976;17061;20063;23421;26379;29218;32125;35034;2810;5858;9095;11906;15215;18355;21615;25223;28055;31543;34650;37624;3120;5934;8830;11902;14931;17945;21577;24913;27944;31369;34333;37339;3088;5890;8824;11932;14938;17789;21277;24248;27377;30622;33055;36121;2847;5430;8263;10969;13567;16494;19781;22463;25493;28457;30964;33978;2598;5094;8267;10916;13567;16490;19328;22341;25074;27598;30203;32842;2283;4437;6937;9092;11497;13903;16292
"    Новосибирская область";1982;4171;6551;8758;11098;13427;15808;18485;20971;23451;25715;27891;2240;4296;6728;8925;11566;14103;16823;19627;22059;24838;27344;29875;2765;5316;8131;10809;13400;15990;19105;21953;24810;27752;30223;33172;2562;5178;8265;11029;13584;16582;19715;22737;25755;28763;31366;34315;2417;5033;8292;11097;14008;17102;20153;23448;26401;29243;32182;35038;2547;5207;8325;11008;14001;16999;19771;23091;26148;28996;31852;34944;2876;5941;8963;11707;15046;17899;21294;24608;27487;31161;34199;37336;3185;6115;8995;12107;15044;18074;21939;25409;28616;32223;35164;38488;3090;6009;9148;12391;15370;18466;22172;25495;28824;32133;34984;38486;2762;5659;8994;12070;15042;18416;22162;25669;29035;32528;35565;39020;2916;5936;9354;12344;15572;19044;22326;26112;29459;32410;35314;38290;2798;5413;8517;11086;14146;17111;20169
