Территории;"январь 2006";"февраль 2006";"март 2006";"апрель 2006";"май 2006";"июнь 2006";"июль 2006";"август 2006";"сентябрь 2006";"октябрь 2006";"ноябрь 2006";"декабрь 2006";"январь 2007";"февраль 2007";"март 2007";"апрель 2007";"май 2007";"июнь 2007";"июль 2007";"август 2007";"сентябрь 2007";"октябрь 2007";"ноябрь 2007";"декабрь 2007";"январь 2008";"февраль 2008";"март 2008";"апрель 2008";"май 2008";"июнь 2008";"июль 2008";"август 2008";"сентябрь 2008";"октябрь 2008";"ноябрь 2008";"декабрь 2008";"январь 2009";"февраль 2009";"март 2009";"апрель 2009";"май 2009";"июнь 2009";"июль 2009";"август 2009";"сентябрь 2009";"октябрь 2009";"ноябрь 2009";"декабрь 2009";"январь 2010";"февраль 2010";"март 2010";"апрель 2010";"май 2010";"июнь 2010";"июль 2010";"август 2010";"сентябрь 2010";"октябрь 2010";"ноябрь 2010";"декабрь 2010";"январь 2011";"февраль 2011";"март 2011";"апрель 2011";"май 2011";"июнь 2011";"июль 2011";"август 2011";"сентябрь 2011";"октябрь 2011";"ноябрь 2011";"декабрь 2011";"январь 2012";"февраль 2012";"март 2012";"апрель 2012";"май 2012";"июнь 2012";"июль 2012";"август 2012";"сентябрь 2012";"октябрь 2012";"ноябрь 2012";"декабрь 2012";"январь 2013";"февраль 2013";"март 2013";"апрель 2013";"май 2013";"июнь 2013";"июль 2013";"август 2013";"сентябрь 2013";"октябрь 2013";"ноябрь 2013";"декабрь 2013";"январь 2014";"февраль 2014";"март 2014";"апрель 2014";"май 2014";"июнь 2014";"июль 2014";"август 2014";"сентябрь 2014";"октябрь 2014";"ноябрь 2014";"декабрь 2014";"январь 2015";"февраль 2015";"март 2015";"апрель 2015";"май 2015";"июнь 2015";"июль 2015";"август 2015";"сентябрь 2015";"октябрь 2015";"ноябрь 2015";"декабрь 2015";"январь 2016";"февраль 2016";"март 2016";"апрель 2016";"май 2016";"июнь 2016";"июль 2016";"август 2016";"сентябрь 2016";"октябрь 2016";"ноябрь 2016";"декабрь 2016";"январь 2017";"февраль 2017";"март 2017";"апрель 2017";"май 2017";"июнь 2017";"июль 2017"
"    Томская область";419;857;1525;2242;2510;3458;4495;5665;6761;7468;8134;8830;430;955;1609;2374;2633;3711;4869;6205;7251;8011;8765;9630;432;992;1735;2362;2734;3707;4792;6434;7411;8225;8893;9519;454;1009;1583;2297;2613;3531;4788;6072;7156;7947;8544;9286;364;849;1352;2163;2437;3438;4776;5981;7069;7939;8563;9248;386;877;1546;2221;2549;3594;4918;6211;7338;8134;9027;9845;367;919;1550;2250;2610;3725;4918;6318;7460;8187;8810;9593;345;875;1614;2173;2506;3590;4719;6073;7123;7805;8450;9123;383;880;1468;2061;2499;3440;4645;5895;6912;7737;8393;9088;437;909;1427;2014;2342;3266;4514;5608;6514;7303;7914;8631;311;732;1251;1719;2014;2931;4072;5192;6131;6690;7158;7677;350;825;1332;1829;2069;3017;4386
"  Дальневосточный федеральный округ";2459;5573;9712;14374;16088;21413;26821;33366;40328;45117;49282;53832;2741;5956;10095;14839;16679;22328;28603;35683;42518;47567;52399;58160;2700;6028;10390;14917;17172;22523;27925;36805;42837;47929;52212;56405;2828;6590;10376;15263;17372;22950;28949;36209;43223;48825;52853;57679;2804;6248;10045;15705;17724;23350;30200;37055;43825;50029;54155;58772;2694;6048;10250;15342;17419;23176;29867;37091;44573;50350;55793;61734;2674;6130;10214;15054;17128;23305;29177;36634;43686;48882;53219;58698;2605;5941;10609;14972;17097;23228;29148;36818;43417;48666;53326;57769;2801;6685;10667;15455;17965;23743;29385;36696;42970;48360;52448;56681;2542;5997;9259;13784;15901;21138;26843;33567;39549;44773;48353;53108;2274;4991;8125;11829;13788;18696;24499;30262;35834;40216;43405;46969;2413;5455;9088;12999;14904;19814;25786
"    Республика Саха (Якутия)";284;815;1367;2082;2300;3018;3637;4481;5250;5739;6314;7023;263;841;1433;2181;2372;3106;3834;4747;5512;6038;6760;7954;284;775;1375;2045;2302;2940;3539;4927;5618;6169;6723;7408;315;934;1484;2307;2535;3228;4019;5124;6054;6672;7265;8065;314;933;1563;2549;2793;3546;4452;5438;6155;6912;7532;8321;326;944;1616;2485;2718;3488;4326;5356;6228;6846;7832;9017;301;840;1444;2201;2504;3312;4036;5031;5758;6329;6893;7880;320;945;1688;2518;2835;3576;4380;5404;6180;6802;7451;8196;379;1019;1627;2418;2745;3500;4311;5340;6040;6714;7280;7931;294;870;1420;2180;2460;3226;4060;4956;5613;6236;6742;7668;257;681;1165;1790;2044;2715;3474;4277;4878;5348;5784;6296;325;870;1442;2022;2308;3018;3848
"    Камчатский край";180;384;657;918;1030;1331;1601;1900;2295;2593;2890;3239;206;392;629;928;1079;1417;1732;2069;2415;2763;3087;3462;168;403;645;955;1100;1403;1704;2118;2432;2802;3039;3281;179;442;673;963;1141;1456;1829;2163;2516;2871;3144;3448;183;403;651;933;1081;1397;1755;2049;2414;2784;3044;3327;184;372;650;891;1051;1345;1686;2057;2438;2754;3075;3458;152;357;623;893;1026;1329;1602;1977;2317;2629;2891;3210;163;334;624;859;999;1300;1608;1971;2316;2620;2898;3185;163;385;575;838;957;1254;1575;1923;2231;2559;2780;3054;165;362;537;773;900;1176;1486;1830;2177;2494;2712;2978;137;301;501;697;816;1073;1379;1633;1962;2228;2478;2704;161;359;596;792;930;1204;1467
"    Приморский край";727;1542;2778;4210;4696;6302;8097;10182;12680;14273;15495;16780;816;1675;2914;4313;4781;6607;8722;10967;13369;15106;16555;18073;770;1659;2962;4211;4881;6563;8236;11107;13146;14857;16154;17253;857;1920;3011;4407;5000;6764;8546;10845;13194;15098;16262;17425;788;1676;2720;4363;4926;6600;8676;10905;13317;15366;16579;17758;756;1596;2780;4376;4981;6806;8932;11213;13838;15908;17477;18978;840;1771;2972;4496;5086;7041;8917;11283;13789;15632;17016;18506;756;1652;2989;4272;4888;6838;8667;11102;13363;15219;16663;17850;843;1964;3221;4715;5478;7299;9039;11409;13666;15626;16929;18104;791;1868;2834;4238;4895;6599;8397;10604;12793;14689;15833;17114;709;1505;2413;3536;4142;5643;7579;9509;11558;13168;14155;15159;720;1579;2643;3931;4439;5945;7891
"    Хабаровский край";525;1157;1994;2998;3360;4576;5752;7193;8769;9791;10661;11631;604;1239;2126;3071;3530;4752;6093;7664;9179;10167;11183;12328;586;1298;2218;3183;3759;4961;6136;8075;9495;10574;11517;12480;590;1326;2099;3101;3574;4769;6110;7697;9245;10420;11252;12344;681;1397;2219;3450;3923;5188;6746;8244;9751;11183;12062;13039;635;1353;2167;3267;3754;5072;6583;8119;9914;11236;12351;13657;589;1367;2267;3269;3762;5197;6545;8274;10033;11155;12104;13266;557;1307;2321;3226;3718;5223;6527;8337;9901;10976;11991;12977;589;1438;2329;3339;3979;5346;6489;8209;9699;10825;11724;12656;529;1259;1926;2872;3432;4648;5909;7449;8767;9912;10683;11650;543;1123;1748;2578;3031;4129;5409;6666;7907;8857;9471;10285;522;1129;1933;2769;3203;4326;5609
"    Амурская область";317;759;1372;1976;2194;2882;3638;4620;5428;6008;6535;7071;377;858;1392;2044;2298;3046;3890;4872;5730;6333;6934;7629;389;849;1434;2042;2281;3027;3849;4936;5668;6270;6827;7359;400;941;1494;2206;2449;3242;4120;5143;6073;6749;7300;7964;393;855;1374;2128;2377;3206;4202;5137;5991;6698;7244;7847;356;842;1434;2063;2344;3200;4186;5266;6142;6821;7523;8258;365;872;1424;2060;2317;3156;3983;4967;5772;6384;6944;7649;355;792;1364;1909;2173;3003;3874;4870;5650;6270;6797;7396;380;874;1344;1924;2221;3028;3873;4743;5456;6053;6546;7100;309;726;1152;1738;1938;2552;3304;4145;4848;5379;5792;6371;278;633;1042;1439;1674;2380;3119;3872;4489;4970;5352;5802;315;702;1118;1586;1819;2435;3262
"    Магаданская область";89;188;314;441;488;653;815;938;1101;1252;1381;1546;105;202;325;467;520;684;844;1011;1177;1326;1492;1672;95;214;372;493;563;721;855;1048;1182;1323;1475;1605;96;199;299;442;520;668;804;934;1073;1261;1373;1539;74;180;269;405;468;629;816;961;1095;1255;1371;1528;85;179;317;424;481;606;770;924;1052;1177;1344;1564;78;171;284;419;478;637;790;956;1112;1233;1364;1544;85;160;319;430;485;651;781;949;1100;1220;1389;1523;80;180;297;420;485;648;771;910;1028;1144;1274;1377;94;180;258;366;423;548;666;796;890;1018;1129;1245;63;125;193;275;322;446;584;695;793;898;985;1082;73;156;247;341;396;521;644
"    Сахалинская область";248;530;863;1227;1412;1834;2271;2812;3359;3815;4208;4603;295;568;929;1311;1481;1919;2491;3112;3682;4178;4580;5040;299;598;997;1408;1619;2055;2548;3217;3734;4205;4587;4969;285;599;946;1314;1537;1999;2487;3051;3611;4118;4497;4969;268;564;879;1292;1490;1935;2491;3049;3612;4132;4493;4936;267;581;968;1349;1534;1937;2451;3000;3570;4028;4447;4894;261;545;853;1201;1376;1839;2318;2907;3465;3926;4268;4733;267;538;925;1240;1409;1858;2339;3002;3552;4032;4454;4790;270;604;921;1280;1500;1896;2396;3010;3543;3966;4333;4721;261;521;806;1126;1303;1679;2137;2708;3189;3616;3904;4335;207;450;757;1069;1241;1627;2107;2576;3043;3416;3731;4059;210;461;768;1067;1253;1629;2145
"    Еврейская автономная область";78;145;264;378;428;599;727;926;1095;1264;1374;1481;50;126;262;392;434;582;741;949;1114;1280;1402;1518;76;176;281;441;499;651;801;1051;1209;1341;1466;1572;79;161;249;367;426;593;758;941;1095;1221;1318;1429;79;185;279;441;491;627;807;980;1171;1340;1434;1561;61;140;249;381;430;565;740;930;1128;1275;1392;1509;65;164;267;391;440;606;750;957;1113;1240;1352;1469;74;159;280;386;440;583;732;906;1050;1183;1300;1425;68;152;244;365;427;562;691;883;1003;1136;1215;1334;74;151;237;353;395;520;656;819;980;1104;1196;1329;58;129;227;338;392;520;648;797;939;1036;1129;1226;64;148;252;364;400;535;684
"    Чукотский автономный округ";11;53;103;144;180;218;283;314;351;382;424;458;25;55;85;132;184;215;256;292;340;376;406;484;33;56;106;139;168;202;257;326;353;388;424;478;27;68;121;156;190;231;276;311;362;415;442;496;24;55;91;144;175;222;255;292;319;359;396;455;24;41;69;106;126;157;193;226;263;305;352;399;23;43;80;124;139;188;236;282;327;354;387;441;28;54;99;132;150;196;240;277;305;344;383;427;29;69;109;156;173;210;240;269;304;337;367;404;25;60;89;138;155;190;228;260;292;325;362;418;22;44;79;107;126;163;200;237;265;295;320;356;23;51;89;127;156;201;236 
